No,Komentar,Label Awal,Label Pakar,Pasal Dominan,Catatan,Unnamed: 6,clean_comment,Kode Label,Komentar_preprocessed,jumlah_kata,Kategori_Panjang
2087.0," @wargapribumi8800  itu sebagai contoh bos, maksud dia jangan asal nuduh, nanti jadinya fitnah, macam kasus ratna sarumpet😂",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Ambigu atau konteks tidak cukup,,"isi komentar menunjukkan adanya generalisasi atau pelabelan yang merendahkan terhadap kelompok berdasarkan identitas tertentu, sehingga relevan ditinjau dari Pasal 28 Ayat (2). dengan fokus pada pihak tertentu, bukan sekadar kritik terhadap kebijakan.",,"@wargapribumi8800 itu sebagai contoh bos, maksud dia jangan asal nuduh, nanti jadinya fitnah, macam kasus ratna sarumpet😂",C4,"@wargapribumi8800 itu sebagai contoh bos, maksud dia jangan asal nuduh, nanti jadinya fitnah, macam kasus ratna sarumpet😂",17,11–20 kata
,Hoax,Ambigu atau konteks tidak cukup,Ambigu atau konteks tidak cukup,,Data tambahan kelas C4 berdasarkan karakteristik komentar ambigu,,hoax,C4,hoax,1,1–5 kata
6847.0," @bergastiobenere  jangan buta bela Anies, bisa lebih parah aslinya",Kritik atau opini negatif,Kritik atau opini negatif,,Peringatan agar tidak membela Anies secara berlebihan.,,"@bergastiobenere jangan buta bela anies, bisa lebih parah aslinya",C1,"@bergastiobenere jangan buta bela anies, bisa lebih parah aslinya",9,6–10 kata
2358.0,"Jadi inget kasus ""yang penting ada korban"", jadi ponakan dari saudara saat itu dipenjara lama banget brp tahun gitu sampai ortunya habis2an buat bayar pengacara, mental ponakan dirusak diajar habis2an dipenjara sampai katanya sampai bilang "" mending aku jadi pembunuh sisan buk, nik pada akhirnya gojek sama temen2 dijalan cuman pakai sarung"". 
Jadi kebetulan saat itu ada kasus disuatu daerah yang lagi viral anak anggota dpr pelajar terbunuh grgr dendam antar pelajar (kelimpe), terus laporannya naik sampai raja disuatu daerah denger, lalu katanya kepala aparat daerah tsb kalo sampai ga menemukan tersangkanya bakal dicopot jabatannya!. Raja tsb sampai mengutuk pernyataan tegas tsb di media. Eh tbtb ponakan saudaraku dijemput segerombolan dan dijadikan tsk, dia bersama temen-temen yang lainnya kalo ga salah 5 orang (ada yang anak dosen dsb) padahal saat itu cctv sudah membuktikan semua peristiwa dan tkp beda, ponakan saudara tawuran lucu2an pakai sarung dg rivalnya semua kerekam cctv. Mungkin apesnya itu terjadi dihari yang sama...",Kritik atau opini negatif,Kritik atau opini negatif,,"komentar bernada menyindir atau kecewa, namun masih berada dalam ruang opini dan kritik sehingga belum memenuhi indikator penghinaan",,"jadi inget kasus ""yang penting ada korban"", jadi ponakan dari saudara saat itu dipenjara lama banget brp tahun gitu sampai ortunya habis2an buat bayar pengacara, mental ponakan dirusak diajar habis2an dipenjara sampai katanya sampai bilang "" mending aku jadi pembunuh sisan buk, nik pada akhirnya gojek sama temen2 dijalan cuman pakai sarung"". jadi kebetulan saat itu ada kasus disuatu daerah yang lagi viral anak anggota dpr pelajar terbunuh grgr dendam antar pelajar (kelimpe), terus laporannya naik sampai raja disuatu daerah denger, lalu katanya kepala aparat daerah tsb kalo sampai ga menemukan tersangkanya bakal dicopot jabatannya!. raja tsb sampai mengutuk pernyataan tegas tsb di media. eh tbtb ponakan saudaraku dijemput segerombolan dan dijadikan tsk, dia bersama temen-temen yang lainnya kalo ga salah 5 orang (ada yang anak dosen dsb) padahal saat itu cctv sudah membuktikan semua peristiwa dan tkp beda, ponakan saudara tawuran lucu2an pakai sarung dg rivalnya semua kerekam cctv. mungkin apesnya itu terjadi dihari yang sama...",C1,"jadi inget kasus ""yang penting ada korban"", jadi ponakan dari saudara saat itu dipenjara lama banget brp tahun gitu sampai ortunya habis2an buat bayar pengacara, mental ponakan dirusak diajar habis2an dipenjara sampai katanya sampai bilang "" mending aku jadi pembunuh sisan buk, nik pada akhirnya gojek sama temen2 dijalan cuman pakai sarung"". jadi kebetulan saat itu ada kasus disuatu daerah yang lagi viral anak anggota dpr pelajar terbunuh grgr dendam antar pelajar (kelimpe), terus laporannya naik sampai raja disuatu daerah denger, lalu katanya kepala aparat daerah tsb kalo sampai ga menemukan tersangkanya bakal dicopot jabatannya!. raja tsb sampai mengutuk pernyataan tegas tsb di media. eh tbtb ponakan saudaraku dijemput segerombolan dan dijadikan tsk, dia bersama temen-temen yang lainnya kalo ga salah 5 orang (ada yang anak dosen dsb) padahal saat itu cctv sudah membuktikan semua peristiwa dan tkp beda, ponakan saudara tawuran lucu2an pakai sarung dg rivalnya semua kerekam cctv. mungkin apesnya itu terjadi dihari yang sama...",157,>20 kata
5788.0,Emang dr dl indonesia klu ada orang yg jujur disingkirkan difitnah mknya gak maju dan isimya parakoruptor,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Kritik atau opini negatif,,Kritik bahwa orang jujur difitnah sehingga koruptor merajalela.,,emang dr dl indonesia klu ada orang yg jujur disingkirkan difitnah mknya gak maju dan isimya parakoruptor,C1,emang dr dl indonesia klu ada orang yg jujur disingkirkan difitnah mknya gak maju dan isimya parakoruptor,17,11–20 kata
953.0,"Meski trlmbat sy menonton vidio  ini , tp sy lega krn di pemilu 2024 sy memilih PSI saat penvoblosan pemilu , meski sy sm skali tdk tahu apa danbgmn PSI yg sbnrnya , smoga kedpnnya  PSI smkin maju dan besar di kancah politik",Netral atau tidak terindikasi,Netral atau tidak terindikasi,,"Tidak terindikasi Pasal 27A maupun Pasal 28 ayat (2). Komentar berisi dukungan, informasi, pertanyaan, atau tanggapan biasa mengenai partai politik. Tidak terdapat tuduhan perbuatan yang menyerang nama baik individu maupun hasutan kebencian berbasis identitas.
",,"meski trlmbat sy menonton vidio ini , tp sy lega krn di pemilu 2024 sy memilih psi saat penvoblosan pemilu , meski sy sm skali tdk tahu apa danbgmn psi yg sbnrnya , smoga kedpnnya psi smkin maju dan besar di kancah politik",C0,"meski trlmbat sy menonton vidio ini , tp sy lega krn di pemilu 2024 sy memilih psi saat penvoblosan pemilu , meski sy sm skali tdk tahu apa danbgmn psi yg sbnrnya , smoga kedpnnya psi smkin maju dan besar di kancah politik",43,>20 kata
869.0,​ @khoirulilham7794 terbanyak tp minoritas karena dikuasai KIM 85%😂😂,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Ambigu atau konteks tidak cukup,,"Belum dapat ditentukan—konteks tidak cukup. Komentar mengandung dugaan, sindiran, atau rujukan mengenai isi komentar, tetapi sasaran individu atau peristiwa yang dimaksud tidak cukup jelas dari teks saja. Konteks video, utas percakapan, dan identitas pihak yang dituju diperlukan sebelum menentukan pasal.
",,​ @khoirulilham7794 terbanyak tp minoritas karena dikuasai kim 85%😂😂,C4,​ @khoirulilham7794 terbanyak tp minoritas karena dikuasai kim 85%😂😂,9,6–10 kata
6054.0,GOBLoK llu​ @kardus_tv ,Konten ofensif,Konten ofensif,,Menggunakan umpatan langsung kepada pengguna lain.,,goblok llu​ @kardus_tv,C2,goblok llu​ @kardus_tv,3,1–5 kata
279.0,"Bukan diem bang, mereka pada kerja ke Kamboja jadi admin judol, jadi buzzerRP karena sadar di Indonesia gak ada harapan lagi selain kerja gak halal😂",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Konten ofensif,,"Tidak terindikasi Pasal 27A maupun Pasal 28 ayat (2). Komentar menggunakan bahasa kasar atau merendahkan terhadap isi komentar. Bahasa ofensif saja tidak cukup untuk Pasal 27A tanpa tuduhan perbuatan tertentu, dan tidak cukup untuk Pasal 28 ayat (2) tanpa hasutan berbasis identitas.

",,"bukan diem bang, mereka pada kerja ke kamboja jadi admin judol, jadi buzzerrp karena sadar di indonesia gak ada harapan lagi selain kerja gak halal😂",C2,"bukan diem bang, mereka pada kerja ke kamboja jadi admin judol, jadi buzzerrp karena sadar di indonesia gak ada harapan lagi selain kerja gak halal😂",25,>20 kata
2182.0,Akan banyak uang yang ngawur,Kritik atau opini negatif,Ambigu atau konteks tidak cukup,,"pernyataan tersebut merupakan bentuk ketidaksetujuan yang disampaikan secara negatif, tetapi belum ada unsur yang menunjukkan kebencian berbasis identitas.",,akan banyak uang yang ngawur,C4,akan banyak uang yang ngawur,5,1–5 kata
7686.0,Lihat..orang orang kayak gini saja kalau debat pada ngeyel ngeyelan kuat kuatan otot leher...apa lagi kita rakyat biasa..bisa pedang pedangan..😂😂😂,Konten ofensif,Netral atau tidak terindikasi,,Komentar humor.,,lihat..orang orang kayak gini saja kalau debat pada ngeyel ngeyelan kuat kuatan otot leher...apa lagi kita rakyat biasa..bisa pedang pedangan..😂😂😂,C0,lihat..orang orang kayak gini saja kalau debat pada ngeyel ngeyelan kuat kuatan otot leher...apa lagi kita rakyat biasa..bisa pedang pedangan..😂😂😂,20,11–20 kata
3239.0,Bismilah kdm RI1 2029🎉🎉,Netral atau tidak terindikasi,Netral atau tidak terindikasi,,"komentar ini tidak menunjukkan penghinaan, kebencian, atau serangan yang cukup jelas; isinya lebih berupa pernyataan biasa atau pendapat umum",,bismilah kdm ri1 2029🎉🎉,C0,bismilah kdm ri1 2029🎉🎉,4,1–5 kata
1311.0," @bibibububaba  memang dalam perkataan Karl marx, Orang kapitalis [Koruptor] memang memakan uang rakyat Dan memiskinkan bangsa mereka tidak puas untuk memakan uang rakyat!",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Konten ofensif,,,,"@bibibububaba memang dalam perkataan karl marx, orang kapitalis [koruptor] memang memakan uang rakyat dan memiskinkan bangsa mereka tidak puas untuk memakan uang rakyat!",C2,"@bibibububaba memang dalam perkataan karl marx, orang kapitalis [koruptor] memang memakan uang rakyat dan memiskinkan bangsa mereka tidak puas untuk memakan uang rakyat!",23,>20 kata
2770.0,"Pembajakan partai tercepat dunia ada di Indonesia, dlm tempo 2 hari jd kader bs rebut posisi ketum. Abis itu lanjut pembajakan demokrasi di mahkamah. Anak muda itu menghargai proses dgn value yg tinggi, bkn menikmati hasil2 yg dimanipulasi. The Nepo Baby😊",Konten ofensif,Konten ofensif,,"ada penggunaan kata yang kasar atau tidak sopan, namun serangannya belum jelas mengarah pada kehormatan individu atau identitas kelompok tertentu",,"pembajakan partai tercepat dunia ada di indonesia, dlm tempo 2 hari jd kader bs rebut posisi ketum. abis itu lanjut pembajakan demokrasi di mahkamah. anak muda itu menghargai proses dgn value yg tinggi, bkn menikmati hasil2 yg dimanipulasi. the nepo baby😊",C2,"pembajakan partai tercepat dunia ada di indonesia, dlm tempo 2 hari jd kader bs rebut posisi ketum. abis itu lanjut pembajakan demokrasi di mahkamah. anak muda itu menghargai proses dgn value yg tinggi, bkn menikmati hasil2 yg dimanipulasi. the nepo baby😊",41,>20 kata
3264.0,wkkwkw,Netral atau tidak terindikasi,Ambigu atau konteks tidak cukup,,"kalimatnya dapat ditafsirkan lebih dari satu cara, sehingga belum cukup dasar untuk menetapkan adanya penghinaan atau kebencian",,wkkwkw,C4,wkkwkw,1,1–5 kata
6529.0,​ @Manuputty1134 sedang ad di RSJ bro masih di rawat 😂,Konten ofensif,Konten ofensif,,Mengejek seseorang dirawat di RSJ.,,​ @manuputty1134 sedang ad di rsj bro masih di rawat 😂,C2,​ @manuputty1134 sedang ad di rsj bro masih di rawat 😂,11,11–20 kata
2694.0,"POLISI, ANGGOTA KPU SOLO, KPU JAKARTA, KPU INDONESIA, REKTOR DEKAN UGM, KETUM PDIP DAN ANGGOTA YG MENCALONKAN JOKOWI, SEMUANYA HARUS MASUK PENJARA. 😂😂😂😂",Netral atau tidak terindikasi,Netral atau tidak terindikasi,,tidak ada bagian yang secara jelas menyerang kehormatan seseorang atau mendorong kebencian terhadap kelompok tertentu,,"polisi, anggota kpu solo, kpu jakarta, kpu indonesia, rektor dekan ugm, ketum pdip dan anggota yg mencalonkan jokowi, semuanya harus masuk penjara. 😂😂😂😂",C0,"polisi, anggota kpu solo, kpu jakarta, kpu indonesia, rektor dekan ugm, ketum pdip dan anggota yg mencalonkan jokowi, semuanya harus masuk penjara. 😂😂😂😂",23,>20 kata
5354.0,"Yang saya tahu, kader PSI itu gak ada yang cerdas!!!, kalo debat aja gak pakai data, dibantai mulu...wkwkwkwkwk",Konten ofensif,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 27A UU No. 1 Tahun 2024,Mengatakan seluruh kader PSI tidak cerdas,,"yang saya tahu, kader psi itu gak ada yang cerdas!!!, kalo debat aja gak pakai data, dibantai mulu...wkwkwkwkwk",C3,"yang saya tahu, kader psi itu gak ada yang cerdas!!!, kalo debat aja gak pakai data, dibantai mulu...wkwkwkwkwk",18,11–20 kata
5027.0,"Kalau untuk impor minyak, gas dan pesawat, ada atau tidaknya perjanjian itu tetap akan impor juga..mungkin cuma beda dari mananya..
Yg jadi masalah adalah kesepakatan dg negara lain harus ijin dulu ke AS..!!!
Dulu negeri ini digadaikan ke China..sekarang digadaikan ke AS..😢😢😢",Ambigu atau konteks tidak cukup,Kritik atau opini negatif,,Kritik terhadap kebijakan luar negeri dan ketergantungan kepada negara lain.,,"kalau untuk impor minyak, gas dan pesawat, ada atau tidaknya perjanjian itu tetap akan impor juga..mungkin cuma beda dari mananya.. yg jadi masalah adalah kesepakatan dg negara lain harus ijin dulu ke as..!!! dulu negeri ini digadaikan ke china..sekarang digadaikan ke as..😢😢😢",C1,"kalau untuk impor minyak, gas dan pesawat, ada atau tidaknya perjanjian itu tetap akan impor juga..mungkin cuma beda dari mananya.. yg jadi masalah adalah kesepakatan dg negara lain harus ijin dulu ke as..!!! dulu negeri ini digadaikan ke china..sekarang digadaikan ke as..😢😢😢",42,>20 kata
2978.0,Sah kan UU sita aset koruptor baru rakyat percaya,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Konten ofensif,,"ada penggunaan kata yang kasar atau tidak sopan, namun serangannya belum jelas mengarah pada kehormatan individu atau identitas kelompok tertentu",,sah kan uu sita aset koruptor baru rakyat percaya,C2,sah kan uu sita aset koruptor baru rakyat percaya,9,6–10 kata
7587.0,"Sebanyak apapun bukti  kalau orang sudah tidak mau percaya, ya kita Ndak mungkin bisa memaksa mereka percaya. Bahkan setelah polisi membuktikan keaslian nyapun kalau mereka Ndak mau percaya, ya percuma kita yakinkan",Ambigu atau konteks tidak cukup,Netral atau tidak terindikasi,,Pendapat umum mengenai kepercayaan publik.,,"sebanyak apapun bukti kalau orang sudah tidak mau percaya, ya kita ndak mungkin bisa memaksa mereka percaya. bahkan setelah polisi membuktikan keaslian nyapun kalau mereka ndak mau percaya, ya percuma kita yakinkan",C0,"sebanyak apapun bukti kalau orang sudah tidak mau percaya, ya kita ndak mungkin bisa memaksa mereka percaya. bahkan setelah polisi membuktikan keaslian nyapun kalau mereka ndak mau percaya, ya percuma kita yakinkan",32,>20 kata
4990.0,ini udah season 2 pdp kayaknya lu ga sering nonton yaa 😅,Ambigu atau konteks tidak cukup,Ambigu atau konteks tidak cukup,,"komentar berpotensi memiliki makna tertentu, tetapi bukti konteks yang tersedia belum cukup untuk menentukan label secara tegas",,ini udah season 2 pdp kayaknya lu ga sering nonton yaa 😅,C4,ini udah season 2 pdp kayaknya lu ga sering nonton yaa 😅,12,11–20 kata
3245.0,hadirkan host Rossi atau Aiman.,Netral atau tidak terindikasi,Netral atau tidak terindikasi,,komentar ini masih tergolong wajar dalam konteks penyampaian pendapat dan tidak tampak mengandung unsur pelanggaran yang menjadi fokus anotasi,,hadirkan host rossi atau aiman.,C0,hadirkan host rossi atau aiman.,5,1–5 kata
4605.0,Klw hatinya udah plek hitam .orang ga bakal mengakui kebenaran  . klw pengen sadar orang yg nuduh ijajah pak Jokowi itu palsu . Harus di rukiah dlu  baru dia bisa  istigfar ..😂😂😂,Netral atau tidak terindikasi,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 27A UU No. 1 Tahun 2024,ungkapan yang digunakan sudah melewati batas kritik biasa karena merendahkan orang tertentu secara langsung,,klw hatinya udah plek hitam .orang ga bakal mengakui kebenaran . klw pengen sadar orang yg nuduh ijajah pak jokowi itu palsu . harus di rukiah dlu baru dia bisa istigfar ..😂😂😂,C3,klw hatinya udah plek hitam .orang ga bakal mengakui kebenaran . klw pengen sadar orang yg nuduh ijajah pak jokowi itu palsu . harus di rukiah dlu baru dia bisa istigfar ..😂😂😂,32,>20 kata
4808.0,"baru kali ini sy liat host madilog sampe mau nangis denger penjelasan narsum soal kehancuran yang bakal terjadi ke depan dengan menjual negara ke amerika,,,",Kritik atau opini negatif,Kritik atau opini negatif,,"nada komentarnya memang cukup keras, tetapi fokus utamanya masih pada ketidaksetujuan dan kritik terhadap pihak atau kebijakan yang dibahas",,"baru kali ini sy liat host madilog sampe mau nangis denger penjelasan narsum soal kehancuran yang bakal terjadi ke depan dengan menjual negara ke amerika,,,",C1,"baru kali ini sy liat host madilog sampe mau nangis denger penjelasan narsum soal kehancuran yang bakal terjadi ke depan dengan menjual negara ke amerika,,,",25,>20 kata
5217.0,​ @jokosantun4781 eksekusi koruptor 🇨🇳,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Ambigu atau konteks tidak cukup,,Makna komentar tidak jelas dan tidak cukup konteks.,,​ @jokosantun4781 eksekusi koruptor 🇨🇳,C4,​ @jokosantun4781 eksekusi koruptor 🇨🇳,5,1–5 kata
6800.0,Setujuuuu,Netral atau tidak terindikasi,Netral atau tidak terindikasi,,Dukungan singkat terhadap pendapat.,,setujuuuu,C0,setujuuuu,1,1–5 kata
