No,Komentar,Label Awal,Label Pakar,Pasal Dominan,Catatan,Unnamed: 6,Kode Label,jumlah_kata,jumlah_karakter,clean_comment,Komentar_clean,Komentar_preprocessed
4426.0,"Paham komunis di Indonesia sudah habis ga usah diungkit2 lagi. Kalau paham radikal masih banyak dan harus diwaspadai, mungkin bisa dimasukan jadi syarat baru penerimaan TNI",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 27A UU No. 1 Tahun 2024,"isi komentar menunjukkan penilaian yang merendahkan terhadap individu tertentu, bukan sekadar membahas kebijakan atau kinerjanya",,C3,26.0,172.0,"paham komunis di indonesia sudah habis ga usah diungkit2 lagi. kalau paham radikal masih banyak dan harus diwaspadai, mungkin bisa dimasukan jadi syarat baru penerimaan tni","paham komunis di indonesia sudah habis ga usah diungkit2 lagi. kalau paham radikal masih banyak dan harus diwaspadai, mungkin bisa dimasukan jadi syarat baru penerimaan tni","paham komunis di indonesia sudah habis tidak usah diungkit2 lagi. kalau paham radikal masih banyak dan harus diwaspadai, mungkin bisa dimasukan jadi syarat baru penerimaan tni"
752.0,Si angin dan si DP NOL 😅 kini bikin partai TUNG tung sahur 😅,Konten ofensif,Konten ofensif,,"Tidak terindikasi Pasal 27A maupun Pasal 28 ayat (2). Komentar menggunakan bahasa kasar atau merendahkan terhadap partai politik. Bahasa ofensif saja tidak cukup untuk Pasal 27A tanpa tuduhan perbuatan tertentu, dan tidak cukup untuk Pasal 28 ayat (2) tanpa hasutan berbasis identitas.
",,C2,14.0,60.0,si angin dan si dp nol 😅 kini bikin partai tung tung sahur 😅,si angin dan si dp nol 😅 kini bikin partai tung tung sahur 😅,si angin dan si dp nol 😅 kini bikin partai tung tung sahur 😅
715.0,Karena dia pakai data pribadi palsu makanya jadi konyol foto di buku nikah sama ijazah bisa sama. Aneh.,Kritik atau opini negatif,Ambigu atau konteks tidak cukup,,"Belum dapat ditentukan—konteks tidak cukup. Komentar mengandung dugaan, sindiran, atau rujukan mengenai isu ijazah atau riwayat pendidikan, tetapi sasaran individu atau peristiwa yang dimaksud tidak cukup jelas dari teks saja. Konteks video, utas percakapan, dan identitas pihak yang dituju diperlukan sebelum menentukan pasal.
",,C4,18.0,103.0,karena dia pakai data pribadi palsu makanya jadi konyol foto di buku nikah sama ijazah bisa sama. aneh.,karena dia pakai data pribadi palsu makanya jadi konyol foto di buku nikah sama ijazah bisa sama. aneh.,karena dia pakai data pribadi palsu makanya jadi konyol foto di buku nikah sama ijazah bisa sama. aneh.
272.0,"​ @mahardhikasetiawanputra8581 pdip partai ""petugas""...",Konten ofensif,Konten ofensif,,"Tidak terindikasi Pasal 27A maupun Pasal 28 ayat (2). Komentar menggunakan bahasa kasar atau merendahkan terhadap partai politik. Bahasa ofensif saja tidak cukup untuk Pasal 27A tanpa tuduhan perbuatan tertentu, dan tidak cukup untuk Pasal 28 ayat (2) tanpa hasutan berbasis identitas.
",,C2,5.0,55.0,"​ @mahardhikasetiawanputra8581 pdip partai ""petugas""...","​ pdip partai ""petugas"".","​ pdip partai ""petugas""."
3267.0,Golpul.nengok pemimpin Jokowi g konsisten.memilih calon dari partai sendri,Konten ofensif,Konten ofensif,,"komentar ini lebih tepat dimasukkan sebagai konten ofensif karena bahasanya menyerang, tetapi belum terlihat unsur kebencian atau penghinaan yang spesifik",,C2,9.0,74.0,golpul.nengok pemimpin jokowi g konsisten.memilih calon dari partai sendri,golpul.nengok pemimpin jokowi g konsisten.memilih calon dari partai sendri,golpul.nengok pemimpin jokowi tidak konsisten.memilih calon dari partai sendiri
7500.0,"Bukannya meredakan amarah rakyat, tp malah terus memancing kemarahan rakyat. Tidak layak jadi anggota DPR !",Kritik atau opini negatif,Kritik atau opini negatif,,Kritik terhadap anggota DPR.,,C1,16.0,107.0,"bukannya meredakan amarah rakyat, tp malah terus memancing kemarahan rakyat. tidak layak jadi anggota dpr !","bukannya meredakan amarah rakyat, tp malah terus memancing kemarahan rakyat. tidak layak jadi anggota dpr !","bukannya meredakan amarah rakyat, tetapi malah terus memancing kemarahan rakyat. tidak layak jadi anggota dpr !"
6279.0,"Ntar kalo ada kejadian aneh2 lg baru dah pada komplain blng, ""emang tes jd polisi gak ada tes psikologi ya?"". Giliran ipda ngomong begini malah diblng ujaran kebencian 😂",Kritik atau opini negatif,Kritik atau opini negatif,,Kritik terhadap standar seleksi aparat,,C1,29.0,169.0,"ntar kalo ada kejadian aneh2 lg baru dah pada komplain blng, ""emang tes jd polisi gak ada tes psikologi ya?"". giliran ipda ngomong begini malah diblng ujaran kebencian 😂","ntar kalo ada kejadian aneh2 lg baru dah pada komplain blng, ""emang tes jd polisi gak ada tes psikologi ya?"". giliran ipda ngomong begini malah diblng ujaran kebencian 😂","nanti kalau ada kejadian aneh-aneh lagi baru sudah pada komplain blng, ""emang tes jadi polisi tidak ada tes psikologi ya?"". giliran ipda bicara begini malah diblng ujaran kebencian 😂"
88.0,Liar biasa pace... Itu moderatorx tdk netral.. manalagi itu refli ketawax mengejek.. tailah caranya,Konten ofensif,Konten ofensif,,"Tidak terindikasi Pasal 27A maupun Pasal 28 ayat (2). Komentar menggunakan bahasa kasar atau merendahkan terhadap isi komentar. Bahasa ofensif saja tidak cukup untuk Pasal 27A tanpa tuduhan perbuatan tertentu, dan tidak cukup untuk Pasal 28 ayat (2) tanpa hasutan berbasis identitas.

",,C2,14.0,99.0,liar biasa pace... itu moderatorx tdk netral.. manalagi itu refli ketawax mengejek.. tailah caranya,liar biasa pace. itu moderatorx tdk netral.. manalagi itu refli ketawax mengejek.. tailah caranya,liar biasa pace. itu moderatorx tidak netral.. manalagi itu refli ketawax mengejek.. tailah caranya
6637.0,Ahklak moraL sopan santun.sekarang sudah muLai mengikis di indonesia.semoga benar saLah asLi paLsu .jk ini terbukti semoga yg berniat jeLek disegerakan   adzab  dr TUHAN.  Biar masyarakt tau yg benar  Amiiiiiiin,Kritik atau opini negatif,Kritik atau opini negatif,,Doa agar pelaku berniat jahat mendapat balasan.,,C1,30.0,211.0,ahklak moral sopan santun.sekarang sudah mulai mengikis di indonesia.semoga benar salah asli palsu .jk ini terbukti semoga yg berniat jelek disegerakan adzab dr tuhan. biar masyarakt tau yg benar amiiiiiiin,ahklak moral sopan santun.sekarang sudah mulai mengikis di indonesia.semoga benar salah asli palsu .jk ini terbukti semoga yg berniat jelek disegerakan adzab dr tuhan. biar masyarakt tau yg benar amin,ahklak moral sopan santun.sekarang sudah mulai mengikis di indonesia.semoga benar salah asli palsu .jk ini terbukti semoga yang berniat jelek disegerakan adzab dari tuhan. biar masyarakt tahu yang benar amin
3000.0,"Mas kaesang,,undang ibu susi dong,,pengen tau bagaimana rasanya kalau tengelamkan kapal pencuri ikan",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 27A UU No. 1 Tahun 2024,"sasaran komentar tampak jelas mengarah ke individu tertentu dan terdapat ungkapan yang merendahkan atau menyerang kehormatannya, sehingga masuk ranah Pasal 27A",,C3,13.0,100.0,"mas kaesang,,undang ibu susi dong,,pengen tau bagaimana rasanya kalau tengelamkan kapal pencuri ikan","mas kaesang,,undang ibu susi dong,,pengen tau bagaimana rasanya kalau tengelamkan kapal pencuri ikan","mas kaesang,,undang ibu susi dong,,pengen tahu bagaimana rasanya kalau tengelamkan kapal pencuri ikan"
5192.0,"Mari kita belajar, dengan tidak berpihak terhadap siapapun, Ego, simpatisan, terhadap Vigur, sampai bela belaan, siapapun yang jadi Presiden, kemungkinan besar kehidupan kita tetap saja tidak berubah, Salam Sadar untuk kita Rakyat kecil, 👍👍👍",Ambigu atau konteks tidak cukup,Netral atau tidak terindikasi,,Ajakan bersikap netral terhadap politik.,,C0,34.0,241.0,"mari kita belajar, dengan tidak berpihak terhadap siapapun, ego, simpatisan, terhadap vigur, sampai bela belaan, siapapun yang jadi presiden, kemungkinan besar kehidupan kita tetap saja tidak berubah, salam sadar untuk kita rakyat kecil, 👍👍👍","mari kita belajar, dengan tidak berpihak terhadap siapapun, ego, simpatisan, terhadap vigur, sampai bela belaan, siapapun yang jadi presiden, kemungkinan besar kehidupan kita tetap saja tidak berubah, salam sadar untuk kita rakyat kecil, 👍","mari kita belajar, dengan tidak berpihak terhadap siapapun, ego, simpatisan, terhadap vigur, sampai bela belaan, siapapun yang jadi presiden, kemungkinan besar kehidupan kita tetap saja tidak berubah, salam sadar untuk kita rakyat kecil, 👍"
4120.0,"Kalau psi ingin jadi partai besar 
Jangan mbenci orang tak berdasar",Konten ofensif,Konten ofensif,,"komentar menggunakan bahasa yang kurang pantas dan bernada merendahkan, namun konteksnya belum menunjukkan unsur penghinaan yang relevan secara hukum",,C2,11.0,67.0,kalau psi ingin jadi partai besar jangan mbenci orang tak berdasar,kalau psi ingin jadi partai besar jangan mbenci orang tak berdasar,kalau psi ingin jadi partai besar jangan mbenci orang tak berdasar
4357.0,Indonesia harus tetap waspada bahaya laten komunisme...,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,,"isi komentar mengandung indikasi perendahan atau permusuhan, tetapi belum ada konteks yang memadai untuk menentukan apakah masuk Pasal 27A atau Pasal 28 Ayat (2)",,C3,7.0,55.0,indonesia harus tetap waspada bahaya laten komunisme...,indonesia harus tetap waspada bahaya laten komunisme.,indonesia harus tetap waspada bahaya laten komunisme.
2749.0,"10 :40 lah ngapaen di anies ngomongin tanah pribadi nya org,, itu hak nya semua org loh dan itu juga tanah dari hasil jerih payah sendiri masa iya capek² beli tanah di kasih ke org.. klau soal buat perumahan TNI itu uang dri pemerintah buka dari tanah pribadi sendiri,,",Kritik atau opini negatif,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 27A UU No. 1 Tahun 2024,ungkapan yang digunakan sudah melewati batas kritik biasa karena merendahkan orang tertentu secara langsung,,C3,49.0,269.0,"10 :40 lah ngapaen di anies ngomongin tanah pribadi nya org,, itu hak nya semua org loh dan itu juga tanah dari hasil jerih payah sendiri masa iya capek² beli tanah di kasih ke org.. klau soal buat perumahan tni itu uang dri pemerintah buka dari tanah pribadi sendiri,,","10 :40 lah ngapaen di anies ngomongin tanah pribadi nya org,, itu hak nya semua org loh dan itu juga tanah dari hasil jerih payah sendiri masa iya capek² beli tanah di kasih ke org.. klau soal buat perumahan tni itu uang dri pemerintah buka dari tanah pribadi sendiri,,","10 :40 lah ngapaen di anies membicarakan tanah pribadi nya org,, itu hak nya semua orang loh dan itu juga tanah dari hasil jerih payah sendiri masa iya capek² beli tanah di kasih ke org.. kalau soal buat perumahan tni itu uang dari pemerintah buka dari tanah pribadi sendiri,,"
595.0,"​ @tunhoulin3488 Muka dua 🤣 Megawati dalam pilpres dulu. mengharuskan lulus S1 minimal, tapi dia melobi agar di gagalkan dengan minimal SMA agar dia bisa ikutan Pilpres 😂🤣 wkwkwk
Kalau bilang Demokrasi Megawati dan Amien Rais adalah dalang Pelengseran Gus Dur tanpa Rasa bersalah sebab Ambisi Nafsu politik nya wkwkwk🤣🤣🤣",Kritik atau opini negatif,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,,"Indikasi awal Pasal 27A UU No. 1 Tahun 2024. Megawati disebut secara langsung dan dituduh melobi perubahan syarat pencalonan serta menjadi salah satu pihak yang melengserkan Gus Dur demi ambisi politik. Tuduhan perbuatan konkret itu dapat merusak nama baik, sehingga terindikasi awal Pasal 27A.
",,C3,50.0,320.0,"​ @tunhoulin3488 muka dua 🤣 megawati dalam pilpres dulu. mengharuskan lulus s1 minimal, tapi dia melobi agar di gagalkan dengan minimal sma agar dia bisa ikutan pilpres 😂🤣 wkwkwk kalau bilang demokrasi megawati dan amien rais adalah dalang pelengseran gus dur tanpa rasa bersalah sebab ambisi nafsu politik nya wkwkwk🤣🤣🤣","​ muka dua 🤣 megawati dalam pilpres dulu. mengharuskan lulus s1 minimal, tapi dia melobi agar di gagalkan dengan minimal sma agar dia bisa ikutan pilpres 😂🤣 wkwkwk kalau bilang demokrasi megawati dan amien rais adalah dalang pelengseran gus dur tanpa rasa bersalah sebab ambisi nafsu politik nya wkwkwk🤣","​ muka dua 🤣 megawati dalam pilpres dulu. mengharuskan lulus s1 minimal, tetapi dia melobi agar di gagalkan dengan minimal sama agar dia bisa ikutan pilpres 😂🤣 wkwkwk kalau bilang demokrasi megawati dan amien rais adalah dalang pelengseran gus dur tanpa rasa bersalah sebab ambisi nafsu politik nya wkwkwk🤣"
551.0,"insting gila, begitu ko peneliti, hnya SDM rendah kaya lo yg percya maling ini",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Ambigu atau konteks tidak cukup,,"Belum dapat ditentukan—konteks tidak cukup. Komentar mengandung dugaan, sindiran, atau rujukan mengenai isi komentar, tetapi sasaran individu atau peristiwa yang dimaksud tidak cukup jelas dari teks saja. Konteks video, utas percakapan, dan identitas pihak yang dituju diperlukan sebelum menentukan pasal.
",,C4,14.0,78.0,"insting gila, begitu ko peneliti, hnya sdm rendah kaya lo yg percya maling ini","insting gila, begitu ko peneliti, hnya sdm rendah kaya lo yg percya maling ini","insting gila, begitu kok peneliti, hanya sdm rendah kayak kamu yang percaya maling ini"
5968.0,"Cendol lima ons emng penghianat Bangsa, 

Hidup disini, tp jelek2in 
Cuih",Kritik atau opini negatif,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 27A UU No. 1 Tahun 2024,Menyebut individu sebagai pengkhianat bangsa dengan ungkapan merendahkan.,,C3,11.0,73.0,"cendol lima ons emng penghianat bangsa, hidup disini, tp jelek2in cuih","cendol lima ons emng penghianat bangsa, hidup disini, tp jelek2in cuih","cendol lima ons memang pengkhianat bangsa, hidup disini, tetapi jelek2in cuih"
236.0,"Mantep pak, nggak perlu bisa bahasa inggris. Cintailah bahasa sendiri.",Konten ofensif,Netral atau tidak terindikasi,,"Tidak terindikasi Pasal 27A maupun Pasal 28 ayat (2). Komentar berisi dukungan, informasi, pertanyaan, atau tanggapan biasa mengenai isi komentar. Tidak terdapat tuduhan perbuatan yang menyerang nama baik individu maupun hasutan kebencian berbasis identitas.
",,C0,10.0,70.0,"mantep pak, nggak perlu bisa bahasa inggris. cintailah bahasa sendiri.","mantep pak, nggak perlu bisa bahasa inggris. cintailah bahasa sendiri.","mantap pak, tidak perlu bisa bahasa inggris. cintailah bahasa sendiri."
,Sok tau,Ambigu atau konteks tidak cukup,Ambigu atau konteks tidak cukup,,Data tambahan kelas C4 berdasarkan karakteristik komentar ambigu,,C4,,,sok tau,sok tau,sok tahu
5226.0,Setelah kejaksaan dibekingi sama si paling dicintai rakyat jd ugal2an dan sonplak.,Konten ofensif,Konten ofensif,,"Menyebut kejaksaan ""ugal-ugalan"" dan ""sonplak"".",,C2,12.0,82.0,setelah kejaksaan dibekingi sama si paling dicintai rakyat jd ugal2an dan sonplak.,setelah kejaksaan dibekingi sama si paling dicintai rakyat jd ugal2an dan sonplak.,setelah kejaksaan dibekingi sama si paling dicintai rakyat jadi ugal2an dan sonplak.
590.0,"Wowo, ngeyel, tidak mau menerima saran & kritik ini sifat asli non pribumi",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Ambigu atau konteks tidak cukup,,"Belum dapat ditentukan—konteks tidak cukup. Komentar memuat istilah yang dapat berkaitan dengan identitas dalam pembahasan tentang Prabowo, tetapi makna kelompok, sasaran, konteks percakapan, dan risiko nyata permusuhan tidak cukup jelas. Karena itu, Pasal 28 ayat (2) belum dapat ditentukan; konteks unggahan atau percakapan lengkap perlu diperiksa.
",,C4,13.0,74.0,"wowo, ngeyel, tidak mau menerima saran & kritik ini sifat asli non pribumi","wowo, ngeyel, tidak mau menerima saran & kritik ini sifat asli non pribumi","wowo, ngeyel, tidak mau menerima saran & kritik ini sifat asli non pribumi"
5342.0,"PKI ITU ORGANISASINYA, TAPI YG MENJALANKAN ADALAH ORANGNYA, ORANGNYA DISINI BISA PELAKU PKI DAHULU DAN KETURUNAN PKI. JADI MUTLAK KETURUNAN PKI TIDAK BOLEH MENJADI TNI DAN POLRI.",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 28 Ayat (2) UU ITE,Menolak keturunan PKI menjadi TNI/Polri berdasarkan identitas kelompok,,C3,27.0,178.0,"pki itu organisasinya, tapi yg menjalankan adalah orangnya, orangnya disini bisa pelaku pki dahulu dan keturunan pki. jadi mutlak keturunan pki tidak boleh menjadi tni dan polri.","pki itu organisasinya, tapi yg menjalankan adalah orangnya, orangnya disini bisa pelaku pki dahulu dan keturunan pki. jadi mutlak keturunan pki tidak boleh menjadi tni dan polri.","pki itu organisasinya, tetapi yang menjalankan adalah orangnya, orangnya disini bisa pelaku pki dahulu dan keturunan pki. jadi mutlak keturunan pki tidak boleh menjadi tni dan polri."
5679.0,Btl dah di ksh azab  jg (sakit kuraf)msh jg blm sadar sadar.tp.menurut yg ramal bakal kena penyakit yg lebih  parah LG .klu ngga sadar jg tinggal tunggu waktunya aja tabur tuai ada karma ada yahh hati hati ya pa jokowi,Kritik atau opini negatif,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 27A UU No. 1 Tahun 2024,Harapan Jokowi mendapat balasan penyakit sebagai azab,,C3,40.0,218.0,btl dah di ksh azab jg (sakit kuraf)msh jg blm sadar sadar.tp.menurut yg ramal bakal kena penyakit yg lebih parah lg .klu ngga sadar jg tinggal tunggu waktunya aja tabur tuai ada karma ada yahh hati hati ya pa jokowi,btl dah di ksh azab jg (sakit kuraf)msh jg blm sadar sadar.tp.menurut yg ramal bakal kena penyakit yg lebih parah lg .klu ngga sadar jg tinggal tunggu waktunya aja tabur tuai ada karma ada yahh hati hati ya pa jokowi,betul sudah di memberikan azab juga (sakit kuraf)msh juga belum sadar sadar.tp.menurut yang ramal bakal kena penyakit yang lebih parah lagi .klu tidak sadar juga tinggal tunggu waktunya saja tabur tuai ada karma ada ya hati hati ya pa jokowi
