Komentar_preprocessed,Kode Label,label
mental maling tidak akan setuju.orng mau di benahi supaya rakyat mendapat harga subsidi tepat sasaran,C2,2
biang segala kekacauan.!😂,C2,2
setuju.kadrun yang perlu di waspadai .hti ..di/tii..fpi.nii.dan ormas lain yang anti pancasilalah..yg harus enyah dari nusantara.,C3,3
"mbg dan koperasi akal akalan presiden biar apbn negara bisa dimaling, buat modal pemilu 2029 prabowo butuh 10triliun . karena anggaran pemilu kemarin besar sekali.",C2,2
"psi = partai cerdas bertujuan mulia sebagai parpol harapan bangsa. podcast ini bikin kami tahu lebih banyak perihal psi partai solidaritas indonesia. hidup psi, bravo mbak grace natalie ◇♧◇",C0,0
"mau menanggapi, bukannya justru jagoan paslon mu yang mengijinkan malah seorang kriminal boleh menjadi pejabat pemerintahan? coba di crosscheck dulu, soalnya tim jokowi sukanya begitu, menuduh orang tetapi sendirinya melakukan..",C3,3
"ngerii. hari demi hari semakin melengkapi. ciri2 negara yang bakal di adzab allah kok pas dengan negeri ini. syarat2 allah menghancurkan negeri ini sudah hampir lengkap.?? membaca qur'an di bawa ini. ""jika kami hendak membinasakan suatu negeri, kami perintahkan orang-orang yang hidup mewah di negeri itu (agar menaati saya kata allah). lalu, mereka melakukan kedurhakaan di negeri itu sehingga pantaslah berlaku padanya perkataan (azab kami). maka, kami hancurkan (negeri itu) sehancur-hancurnya."" al-qur'an surah al isro; ayat 16.",C1,1
satu keluarga bisa membuat bangsa sebesar indonesia kacau.biarlah pengadilan akhirat yang mensidangkannya..,C3,3
"bener, buruk sekali aparat negeri kita",C1,1
kalimat yang dikatai anis ini tidak bisa dicerna orang tidak berilmu,C2,2
"hati-hati banyak buzzer dilokasi y, apalagi di sosmed, yang mau manfaatin keadaan ini buat kepentintan tertentu. intinya jangan mau diadu domba, apalagi kalau tiba-tiba ada orang yang bawa-bawa ras, suku, agama mending amanin aja, buzzer bayaran itu, stay save teman-teman",C3,3
belum pernah membaca hadis ini orang terlalu cinta negara sampai lupa agama cinta negara boleh tetapi agama tetap no 1 tanpa adanya agama mana mungkin indonesia ada suruh orang suruh jadi pancasilais eh tahunya ini nene2 gila,C2,2
​ pakai otak bro ❤,C0,0
"jangan dong beda kelas ,",C4,4
nepal dan indonesia bedah jauh bro tidak bisa hawa nafsu mu bermain di nkri ini,C0,0
-kr6ms pk jkwi presiden ..tp tahu tidak partai siapa yang mengusung pk jkwi sampaii hari ini,C2,2
"sekarang hampir semua partai merapat ke kabinetnya prabowo-gibran, logic nya pro prabowo sama dengan pro jokowi om.",C0,0
yang di video aslinya koruptor semua yang sok suci,C4,4
"enak lho,rakyat pajak naik kerjaa apa ,uu perampasan aset di tahan payah",C1,1
yang tidak setuju itu grup roy panci ..lanjut mbg,C4,4
patut di tanyakan sudah bukan jadi presiden ke kayaan ya berlimpah,C4,4
lanjut infokan terus mas roy.agar makin jelas.. bahwa : rakyat pernah di tipu oleh pembohong. miris.,C4,4
"saya termasuk yang mengidolakan bang fahri . cara komunikasi yang terkesan sinis tetapi banyak terbukti betul. cerdas, berani & jadi diri sendiri😊❤",C0,0
tidak belajar dari kkb ternyata,C4,4
goblok,C2,2
hayo siapa yang cari moment prabowo joget dan sandi memijat prabowo 😄 #👍,C0,0
agung sukmawan .. bantai pki sampai akar2nya,C4,4
"saya melihat dan mendapat info, seperti nya nandien di kriminalisasi karena mengganggu bisnis nya ""chaplin"". menjadikan bisnis bimbel nya jadi jadi tidak diperlukan lagi dengan adanya merdeka belajar. dan masih banyak dampak nya, banyak yang terganggu bisnis nya dengan ada nya merdeka belajar. betul seperti ibu ina lim katakan bahwa guru2 malas berubah.dll..dll",C1,1
ya masa keturunan salah juga.dudul aah.jgn mengadili orang yang tidak salah,C4,4
"jangan berdoa jelek dong bu, karena imbasnya ke rakyat juga, dan sekarang kita sudah kena azab covid, siap2 krisis ekonomi apa anda siap miskin dan kelaparan ?",C1,1
"mantap om masukannya, semoga di dengar oleh pihak istana 👍🔥📢",C4,4
"sahroni mundur diri dari dpr rakyat tidak rela bayar orang songong, di indonesia juga tidak boleh ada tunjangan tunjangan siluman, tidak boleh ada pejabat jadi koruptor.",C2,2
"pak surabaya bukan cuma seorang jenderal,mantan preiden 2 periode tetapi juga pemikir dan juga speaker yang mumpuni.",C0,0
"​ si p2 f4 sedang kampanye mau jadi pleciden konoha seperti bapak nya moekidi, tidak tamat sama bergabung tidak tamat sd, tok2 pletok2 gorong2 kok2 belekok",C0,0
gita itu kan barisan jokowi.,C0,0
-q8t kenapa ya almarhum faisal basri tiba-tiba meninggal sekembali dari medan? hm jangan-jangan kematiannya itu disebabkan oleh ….. dimunirkan… harus diusut tuntas nih…,C4,4
undang cawapres kita dong mas ketum,C0,0
jadi tumbal untuk menutupi si raksasa koruptor.,C4,4
ayah arya harun masiku beda kelas harun masiku dari partai demokrat loncat ke pdip.mencoba wani piro..emangnya era suharto dan sby..susah bro jaman sekarang bagi mau jabatan yang tingi,C2,2
mereka demonya setelah pada ribut2 dan pada ngamcem2 kan. mereka tidak bodoh tetapi sedang berpolitik,C4,4
rocky sering marah-marah.sering mengatai suka mencaci maki.kata prof kasali.rocky gerung napsu birahinya tidak tersalurkan dengan baik.,C3,3
"yahh, semoga tidak terjadi apa² lagi ya pak dengan tni kita tercinta ini, seperti jaman pki dahulu kala, semoga intelijen bapak mampu mengawasi anak buah yang berani macam² untuk melakukan pergerakan yang membahayakan keamanan negara. dan tetap waspada.",C0,0
nanti kalau sudah jabat lupa contoh prabowo mengurusi food esttet gagal terus boros dalam penggunaan anggaran kalau diselidikin ada tuh korup nya kemarin di ultah tni disinggung tuh soal anggaran,C1,1
selama kpk dipimpin oleh firli bahuri koruptor semakin merajalela karena setiap kasus korupsi ada transaksi tawar menawar,C3,3
"periode 1 sudah ancang2 mau ngerusak negara, periode 2 makin berani ngacak2 negara, astagfirullah bu ingat liang lahat",C3,3
"orang ini mengadu domba rakyat sama polisi,ini bagusx dipecat saja dari partaix",C3,3
-go8in4jt6e buzzer kayaknya,C3,3
menteri titipan😅,C4,4
-ln9 ow kalau di pecat itu hoax terus bagaimana dengan kata di berhentikan mungkin kata di pecat terlalu sadis begitu 😂🤣,C4,4
psi partai ssb kelakuannya sundul langit,C2,2
"kan yang mencetuskan diawal itu hasim adiknya, uang negara blbi yang dia pakai saja sampai ditagih oleh rezim mulyono 2021 karena tidak bayar-bayar. apalagi kata bowo yang mendanai dia banyakan adiknya, makanya yakin 100% cari modal untuk uang kembali faktor kegagalan 3 kali nyapres sebelumnya.",C3,3
bangsatlah.jadi bodoh benar pejabat.,C2,2
"saya yakin psi bisa membuka dan lebarkan market nya diluar dari nasionalis, mungkin saja undecided voters",C0,0
"bisa diamati; siapa yang cepat naik, juga akan cepat pula surutnya",C4,4
"mari sama sama kita menyimak dan mendengar serta berpikir secara positif, pemerintah sedang berbenah, apapun itu pasti ada dampaknya, baik buruknya. pemerintah punya niat yang baik untuk masyarakat. program ini untuk memutus perlahan mafia mafia gas..",C0,0
memang dari dulu polisi itu rusak karena yang di carinya itu duit.,C3,3
dengan cara bekerja smaa dengan mantan pki?? atau memang masih anggota pki?? tidak ada yang tauu.,C3,3
buzer 100 sama banyak amat ya.. keturunan pki juga banyak amat ya.,C2,2
kasihan negeriku pastas dilagu ibu pertiwi sedang bersusah hati ternyata saat ini yah.akibat si cerdas luar biasa ini,C2,2
tidak nurun bapaknya sama sekali!,C4,4
"terimakasih pak akbar faizal, dengan adanya chanel ini kita mendapatkan informasi yang lebih detail daripada yang ada ada tv",C0,0
"jangan bawa bawa rakyat, tidak sampai 300 orang demo bawa bawa nama rakyat persis pdip, sediit sedikit rakyat tidak tahunya pdip maling teriak maling",C3,3
nah ini masuk akal.,C4,4
bapaknya pejuang bangsa dan negara..anaknya penghancur negara dan bangsa..apakah ini yang namanya pengkhianat ? jawab pendapat anda..apa ?,C1,1
"orang banyak suka tuding awas komunisme, coba yang suka tuding kasih tahu saya apa keuntungan berpaham komunis?",C0,0
ikn tuh mau misahin jawa dari ri atas dukungan nabi jack mul di sponsori aseng saing wkk,C4,4
jangan-jangan ini strategi pki sebelum pergantian presiden..org2 mereka dimasukkan dulu dalam pemerintahan,C3,3
"kenapa baru di buka sekarang tidak dari dulu awal awal mendaftar ., kalau memang sudah ada kecurigaan .aneh aneh aneh aneh",C1,1
"kekayaan itu bisa jadi ukuran korupsi. tepatnya, tingkat kesejahteraan. koruptor itu kebanyakan diawali dari orang yang biasa aja, terjun ke pemerintahan dan makin lama makin kaya. nadiem sudah kayak karena profit enterpreneurship-nya. dia sudah punya beberapa perusahaan sebelum masuk pemerintahan. istrinya juga punya usaha, dan kekayaannya bukan kacangan.",C1,1
wow baru tahu saya,C0,0
yang jelas termul ini modalnya nekat alias bonek. asal ngomong. jadi tampa didukung bukti,C1,1
"satu2 pesiden rela tidur ber sama dengan rakyat, kettika kami mengalami bencana gempa bumi kalau ntb.",C4,4
"cobalah pampang ke45 poin itu di media sosial, supaya rakyat indonesia tau,,",C4,4
"pemerintah ,dpr ,aparat hykum dan lain sebenar nya cepat tanggap dengan peformance pimpinan kpk.! masalah terus timbul tentang kwalitas pimpinan kpk.kok tak di respon .? ada apa.? sekarang ngulang lagi indikasi pemerasan mentri syl.. jika tidak di tindak atau lainnya.! tentu rakyat bisa saja nyimpulkan aneh aneh.wibawa hukum tentu dipertaruhkan.",C1,1
kerajaanmu datanglah atas bangsa ini.kuasa jahat dihancurkan,C0,0
pood setate pungagal membeli pesawat sken han saja,C0,0
negara sedang menata untuk maju.. mari kita sama sama pahami,C0,0
untuk itu bapak dengarkan suara rakyat kasihkan ke ortunya.,C4,4
bukti ketidakberdayaan pemerintah menghadapi mafia penimbun dan pengoplos gas .,C1,1
​ -y9z 😂yg ada otak macam kalian menjilat.dapat jabatan paling tidak bansos inilah yang menyebabkan hancurnya negara ini,C3,3
kadrun ya 😂,C2,2
🤪,C4,4
"kami suka turbo tetapi benci pdip, partai yang wajib di benci",C2,2
presiden jokowi yang sedang menjabat begitu ….direndahkan….,C2,2
12:28,C4,4
yg. mehancurkan negara bukan jokowi. yo. kamu yang bermusyawarah tidak bermutu bro,C3,3
"andika perkasa jenderal tni lurus anti pki, tidak mau terjadi lagi peristiwa kelam seperti th. '65.",C0,0
-k1d siapa yang nipu woii..baca berita lagi..itu anak penipu..pernah dipecat saat sekolah tni al,C3,3
orang gmbluung..,C4,4
f h istirojd tidak ngerti.,C4,4
mbg adalah investasinya prabowo untuk pemilu 2029,C4,4
"makanya agak heran sama narasi yang sengaja dibangun oleh buzzer bahwa megawati sombong dan otoriter. padahal dengan kekuasaan yang dipunya beliau tetap mementingkan rakyat. tidak mungkin jokowi jadi capres, ganjar jadi capres jika megawati otoriter. jika mega otoriter mending pasangin puan dengan prabowo. lebih jelas dan mungkin jokowi akan setuju. makanya pdip menjadi partai yang tetap menjuarai legislatif karena megawati masih berdiri menjaga pdip untuk tetap memegang konstitusi",C1,1
itu penjelasan. mungkin. bukan beliau mendukung korupsi. oon kok dipelihara. 😂😂,C4,4
di balik senyum pak jokowi.ada rasa sakit hati yang sangat luar biasa.beliau di permalukan secara gamblang ketum partai.karna itulah mengapa partai merah mulai kocar kacir,C2,2
"sebenarnya orang2x yang tidak suka dengan keberhasilan pk jokowi dalam memimpin indonesia adalah orang2x ogpa (orang yang gila parah & akut),orang2x yang buta mata & hatinya,orang2x kafir berkedok agama,orang2x yang tuli kupingnya,orang2x yang otaknya tidak waras,dsb,dsb,dsb",C3,3
ditangkep dulu baru cari bukti. disinilah anehnya,C0,0
"banyak dugaan bahwa biang kerok masalah ini adalah jokowi, karena di duga tidak berani menunjukkan ijazahnya ke publik, sehingga adanya dugaan membiarkan dan membuat rakyat terpecah belah dan saling caci maki si media",C1,1
"anda benar bapak jenderal.mmg yang di larang pki..ajaran komunisme dan marsisme.tp kita harus waspada dengan ajaranya bagaimana.adakah yang bisa menjamin di dalam ajaran komunisme ini tidak menjalar dan mendarah daging sebab yang namanya anak cucu tahu cerita pasti dari orang-orang tua dan para sesepuh.itu perludi pedomani,dan anak cucu tahu hanya sebatas cerita,dia tidak tahu cerita ini di tambahi atau di kurangi.bumi sedang tidak baik-baik saja.mulai satu persatu terkuak apa yang di katakan bapak jenderal purn gatot nurmantyo.",C3,3
"ada bukti anda bilang seperti itu? coba tunjukkan bukti pki? jangan tukang hoax deh, anda yang sok tau, dan benar-benar tidak tau. kalau prabowo tukang culik itu fakta",C1,1
bagus pak jika biar termul tidak semakin sombong,C2,2
"perpolitikan indonesia, baik atau jeleknya akan punya muara. yaitu sistem kekhalifahan. kekhalifahan ini bukan seperti kekhalifahan yang di bayangkan para kelompok2 yang ingin memaksakan pakai kekholifahan saat ini. tetapi kekholifahan yang sangat ideal karena sudah di infokan rosululloh yaitu kekholifahan al mahdi. ruh demokrasi saat ini menuju kesana, tetapi tidak ada orang yang memahami selain saya.",C0,0
"mas kaesang,,undang ibu susi dong,,pengen tahu bagaimana rasanya kalau tengelamkan kapal pencuri ikan",C3,3
mau mengatai tetapi kasihan melihat mukanya 🤣,C2,2
wkwkw mungkin pengalaman?,C4,4
"orang ini yang suruh nangkep para pendemo dan bubarkan pendemo, sekarang dia lepas tangan pergi liburan ke singapura, wakil rakyat kerja kayak mafia",C3,3
"ναиιllα уαи izin agak meluruhkan, bukan suatu pembelaan kepada pak 02. prabowo-sandi. kalau mantan korupsi/koruptor di gerinda itu ikut caleg di tahun 2019 ini kan atas dasar aturan yang ada di legislatif sekarang. kan sekarang yang membuat aturan itu pemerintah, dan di setujui oleh kabinet dan presiden semasa jokowi. kok malah itu di bahas jokowi. seandainya saya di posisi pak prabowo pasti saya ucapkan begitu. intinya ""caleg korupsi/koruptor yang ikut di pemilu tahun 2019 ini atas dasar aturan uu pemilu semasa kepemimpinan presiden jokowi, kok malah jokowi tanya lagi, kan dia yang membuat aturan itu"". saya 02. pas saja lagi 2019 ini.",C3,3
tenang tentu mas roy sudah ada bodyguard❤,C4,4
"cocok,bos sama pemikiran, you & i,m !",C4,4
"negara ini bergerak manipulatif .. mau data,main drama .. apapun bekerja secara manipulatif .. kalau negara ini bekerja dengan keadilan,tidak mungkin negara maupun orang-orang yang coba berpolitik itu bermasalah.",C0,0
kalau nasdem tidak memecat sahroni.boikot partai ini,C2,2
"pdip mau tenggelam, koruptor nya pindah ke psi. koloni baru untuk koruptor. tadi nya biang nya di parte bapak. mau mampus pindah ke parte anak. 😂😂🤭🙏",C1,1
kdm lah cocok wowo sudah udzur pikun mungkin tidak lama allmarhum,C3,3
"aiman masih saja bisa jadi host, padahal tersangka.",C4,4
"wkwkwk,,cebong mengharap sekali like,smpe edit comment ,prtama ngemis like pakai nama prabowo🤣🤣",C3,3
pdip partai kader bro. jangan meremehkan mesin partai. siapa kamu,C0,0
"sama saja. kalau dia tidak cocok, tidak mungkin bertahan 😂",C1,1
makanya. keturunan dijadikan dasar kewaspadaan..,C4,4
"lucu ya kalau video ini dilihat di tahun 2026,, negara makin amburadul",C1,1
duo ini yang sangat kompak saling mengisi dengan sangat cantik saat melakukan podcast. duo yang selalu saya tunggu-tunggu. mantap!!😊,C1,1
mundur enak bubarkan dpr reformasi buat lembaga baru dari non partai yang mendengar aspirasi rakyat,C2,2
wahai antek antek aseng 😅 efek punya presiden hanya demi panggung. saya tak ikut malu 🫣 ya .aku tak pernah ikut pilpres pilpresan 😊,C3,3
"percumah, polisi diam tidak mempermasalahkan, malah yang mengkritik mau di tangkep_ itu roy suryo , ini indonesia, bung anak presiden tidak punya ijazah tidak masalah, mau jadi apa juga,usia kurang, juga bisa diatur, uu kalau menghambat bisa di robah, tidak tahu lagilah, bagaimana indonesia ini_",C4,4
"selama bapak-bapak ini masih ada, indonesia tidak akan kehilangan akal sehat. salam perubahan.",C0,0
nanti dibilang antek-antek asing,C3,3
"tidak mungkin dibatalkan oleh pak prabowo, lah orang ini progam prioritas pemerintahan prabowo gibran, untuk balik modal kampanye pilpres.",C3,3
sama saya juga masih mengganjal.wkt di solo gelarnya drs.nah kelukusany tahun berapa waktu dapat gelar drs,C1,1
"kebocoran terparah waktu rezim mertuanya dulu, si wowo juga menikmati, eh sekarang mau lagi, tidak lah you, sadar lah kalian jangan mau dibohongi.",C1,1
"99% pasti dinasti politik, apa kata masyarakat betul.",C1,1
pas komplit kegagalannya.,C4,4
"hanya golkar yang partai bukan warisan, gila sekali sih persaingan nya, pantas saja prabowo, surya paloh, dan lain bersaing ketat sekali",C2,2
"regestrasinya program sarjana muda, atau sarjana s1 pak",C0,0
​ tahi kamu 😂,C2,2
sekarang lebih tepat itu demo kerumah2 para koruptor .,C1,1
